region_id,case_id,optimization,source_type,input_count,output_count,structural_coverage,simulation_coverage,boolean_difference_coverage,formal_dependency_coverage,dependency_density,row_density_mean,column_density_mean,lower_triangularity,upper_triangularity,diagonal_concentration,bandwidth,minimum_dependency_slope,maximum_dependency_slope,carry_progression_score,multiplier_diagonal_score,operand_symmetry_score,output_prefix_dependency_score,selectivity_change_score,single_output_control_score,high_bit_priority_score,locality_score,regularity_score,simulation_evidence_level,boolean_difference_evidence_level,pattern_count,seed,runtime_seconds,schema_version
bitmanip_mask_low_w6__identity__ground_truth_region,bitmanip_mask_low_w6,identity,ground_truth_region,6,6,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.333333,0.833333,0.166667,1.000000,0.000000,2.000000,0.166667,0.416667,1.000000,0.333333,1.000000,0.000000,0.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.013578,semantic_dependency_v1
bitmanip_mask_low_w6__identity__whole_output_cone,bitmanip_mask_low_w6,identity,whole_output_cone,6,6,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.333333,0.833333,0.166667,1.000000,0.000000,2.000000,0.166667,0.416667,1.000000,0.333333,1.000000,0.000000,0.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.013830,semantic_dependency_v1
bitmanip_mask_low_w8__identity__ground_truth_region,bitmanip_mask_low_w8,identity,ground_truth_region,8,8,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.312500,0.812500,0.125000,1.000000,0.000000,3.000000,0.156250,0.437500,1.000000,0.312500,1.000000,0.000000,0.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.136358,semantic_dependency_v1
bitmanip_mask_low_w8__identity__whole_output_cone,bitmanip_mask_low_w8,identity,whole_output_cone,8,8,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.312500,0.812500,0.125000,1.000000,0.000000,3.000000,0.156250,0.437500,1.000000,0.312500,1.000000,0.000000,0.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.136823,semantic_dependency_v1
bitmanip_rotate_left_w2__balance__whole_output_cone,bitmanip_rotate_left_w2,balance,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.750000,0.750000,0.500000,1.000000,0.000000,1.000000,0.375000,0.500000,1.000000,0.750000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000623,semantic_dependency_v1
bitmanip_rotate_left_w2__compress2rs__whole_output_cone,bitmanip_rotate_left_w2,compress2rs,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.000000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,0.000000,0.500000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000300,semantic_dependency_v1
bitmanip_rotate_left_w2__dc2__whole_output_cone,bitmanip_rotate_left_w2,dc2,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.000000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,0.000000,0.500000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000291,semantic_dependency_v1
bitmanip_rotate_left_w2__identity__ground_truth_region,bitmanip_rotate_left_w2,identity,ground_truth_region,2,2,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.750000,0.750000,0.500000,1.000000,0.000000,1.000000,0.375000,0.500000,1.000000,0.750000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000311,semantic_dependency_v1
bitmanip_rotate_left_w2__identity__whole_output_cone,bitmanip_rotate_left_w2,identity,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.750000,0.750000,0.500000,1.000000,0.000000,1.000000,0.375000,0.500000,1.000000,0.750000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000299,semantic_dependency_v1
bitmanip_rotate_left_w2__refactor__whole_output_cone,bitmanip_rotate_left_w2,refactor,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.000000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,0.000000,0.500000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000269,semantic_dependency_v1
bitmanip_rotate_left_w2__resub__whole_output_cone,bitmanip_rotate_left_w2,resub,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.000000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,0.000000,0.500000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000288,semantic_dependency_v1
bitmanip_rotate_left_w2__resyn__whole_output_cone,bitmanip_rotate_left_w2,resyn,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.750000,0.750000,0.500000,1.000000,0.000000,1.000000,0.375000,0.500000,1.000000,0.750000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000392,semantic_dependency_v1
bitmanip_rotate_left_w2__resyn2__whole_output_cone,bitmanip_rotate_left_w2,resyn2,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.000000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,0.000000,0.500000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000315,semantic_dependency_v1
bitmanip_rotate_left_w2__rewrite__whole_output_cone,bitmanip_rotate_left_w2,rewrite,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.750000,0.750000,0.500000,1.000000,0.000000,1.000000,0.375000,0.500000,1.000000,0.750000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000399,semantic_dependency_v1
bitmanip_rotate_left_w3__balance__whole_output_cone,bitmanip_rotate_left_w3,balance,whole_output_cone,3,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,0.666667,0.333333,0.000000,1.000000,0.000000,2.000000,0.333333,0.333333,1.000000,0.666667,0.000000,0.000000,0.333333,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000505,semantic_dependency_v1
bitmanip_rotate_left_w3__compress2rs__whole_output_cone,bitmanip_rotate_left_w3,compress2rs,whole_output_cone,3,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,0.666667,0.333333,0.000000,1.000000,0.000000,2.000000,0.333333,0.333333,1.000000,0.666667,0.000000,0.000000,0.333333,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000483,semantic_dependency_v1
bitmanip_rotate_left_w3__dc2__whole_output_cone,bitmanip_rotate_left_w3,dc2,whole_output_cone,3,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,0.666667,0.333333,0.000000,1.000000,0.000000,2.000000,0.333333,0.333333,1.000000,0.666667,0.000000,0.000000,0.333333,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000478,semantic_dependency_v1
bitmanip_rotate_left_w3__identity__ground_truth_region,bitmanip_rotate_left_w3,identity,ground_truth_region,3,3,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.666667,0.666667,0.333333,1.000000,0.000000,2.000000,0.333333,0.666667,1.000000,0.666667,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000729,semantic_dependency_v1
bitmanip_rotate_left_w3__identity__whole_output_cone,bitmanip_rotate_left_w3,identity,whole_output_cone,3,3,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.666667,0.666667,0.333333,1.000000,0.000000,2.000000,0.333333,0.666667,1.000000,0.666667,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000712,semantic_dependency_v1
bitmanip_rotate_left_w3__refactor__whole_output_cone,bitmanip_rotate_left_w3,refactor,whole_output_cone,3,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,0.666667,0.333333,0.000000,1.000000,0.000000,2.000000,0.333333,0.333333,1.000000,0.666667,0.000000,0.000000,0.333333,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000469,semantic_dependency_v1
bitmanip_rotate_left_w3__resub__whole_output_cone,bitmanip_rotate_left_w3,resub,whole_output_cone,3,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,0.666667,0.333333,0.000000,1.000000,0.000000,2.000000,0.333333,0.333333,1.000000,0.666667,0.000000,0.000000,0.333333,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000467,semantic_dependency_v1
bitmanip_rotate_left_w3__resyn__whole_output_cone,bitmanip_rotate_left_w3,resyn,whole_output_cone,3,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,0.666667,0.333333,0.000000,1.000000,0.000000,2.000000,0.333333,0.333333,1.000000,0.666667,0.000000,0.000000,0.333333,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000476,semantic_dependency_v1
bitmanip_rotate_left_w3__resyn2__whole_output_cone,bitmanip_rotate_left_w3,resyn2,whole_output_cone,3,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,0.666667,0.333333,0.000000,1.000000,0.000000,2.000000,0.333333,0.333333,1.000000,0.666667,0.000000,0.000000,0.333333,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000468,semantic_dependency_v1
bitmanip_rotate_left_w3__rewrite__whole_output_cone,bitmanip_rotate_left_w3,rewrite,whole_output_cone,3,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,0.666667,0.333333,0.000000,1.000000,0.000000,2.000000,0.333333,0.333333,1.000000,0.666667,0.000000,0.000000,0.333333,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000469,semantic_dependency_v1
bitmanip_rotate_left_w4__balance__whole_output_cone,bitmanip_rotate_left_w4,balance,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,0.750000,0.250000,0.000000,1.000000,0.000000,2.000000,0.375000,0.250000,1.000000,0.750000,0.000000,0.000000,0.250000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000838,semantic_dependency_v1
bitmanip_rotate_left_w4__compress2rs__whole_output_cone,bitmanip_rotate_left_w4,compress2rs,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,0.750000,0.250000,0.000000,1.000000,0.000000,2.000000,0.375000,0.250000,1.000000,0.750000,0.000000,0.000000,0.250000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000844,semantic_dependency_v1
bitmanip_rotate_left_w4__dc2__whole_output_cone,bitmanip_rotate_left_w4,dc2,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,0.750000,0.250000,0.000000,1.000000,0.000000,2.000000,0.375000,0.250000,1.000000,0.750000,0.000000,0.000000,0.250000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000868,semantic_dependency_v1
bitmanip_rotate_left_w4__identity__ground_truth_region,bitmanip_rotate_left_w4,identity,ground_truth_region,4,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.625000,0.625000,0.250000,1.000000,0.000000,3.000000,0.312500,0.750000,1.000000,0.625000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.002143,semantic_dependency_v1
bitmanip_rotate_left_w4__identity__whole_output_cone,bitmanip_rotate_left_w4,identity,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.625000,0.625000,0.250000,1.000000,0.000000,3.000000,0.312500,0.750000,1.000000,0.625000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.002146,semantic_dependency_v1
bitmanip_rotate_left_w4__refactor__whole_output_cone,bitmanip_rotate_left_w4,refactor,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,0.750000,0.250000,0.000000,1.000000,0.000000,2.000000,0.375000,0.250000,1.000000,0.750000,0.000000,0.000000,0.250000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000859,semantic_dependency_v1
bitmanip_rotate_left_w4__resub__whole_output_cone,bitmanip_rotate_left_w4,resub,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,0.750000,0.250000,0.000000,1.000000,0.000000,2.000000,0.375000,0.250000,1.000000,0.750000,0.000000,0.000000,0.250000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000933,semantic_dependency_v1
bitmanip_rotate_left_w4__resyn__whole_output_cone,bitmanip_rotate_left_w4,resyn,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,0.750000,0.250000,0.000000,1.000000,0.000000,2.000000,0.375000,0.250000,1.000000,0.750000,0.000000,0.000000,0.250000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000853,semantic_dependency_v1
bitmanip_rotate_left_w4__resyn2__whole_output_cone,bitmanip_rotate_left_w4,resyn2,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,0.750000,0.250000,0.000000,1.000000,0.000000,2.000000,0.375000,0.250000,1.000000,0.750000,0.000000,0.000000,0.250000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000835,semantic_dependency_v1
bitmanip_rotate_left_w4__rewrite__whole_output_cone,bitmanip_rotate_left_w4,rewrite,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,0.750000,0.250000,0.000000,1.000000,0.000000,2.000000,0.375000,0.250000,1.000000,0.750000,0.000000,0.000000,0.250000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000841,semantic_dependency_v1
bitmanip_rotate_left_w6__identity__ground_truth_region,bitmanip_rotate_left_w6,identity,ground_truth_region,6,6,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.583333,0.583333,0.166667,1.000000,0.000000,5.000000,0.291667,0.833333,1.000000,0.583333,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.027240,semantic_dependency_v1
bitmanip_rotate_left_w6__identity__whole_output_cone,bitmanip_rotate_left_w6,identity,whole_output_cone,6,6,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.583333,0.583333,0.166667,1.000000,0.000000,5.000000,0.291667,0.833333,1.000000,0.583333,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.027281,semantic_dependency_v1
bitmanip_rotate_left_w8__identity__ground_truth_region,bitmanip_rotate_left_w8,identity,ground_truth_region,8,8,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.562500,0.562500,0.125000,1.000000,0.000000,7.000000,0.281250,0.875000,1.000000,0.562500,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.301921,semantic_dependency_v1
bitmanip_rotate_left_w8__identity__whole_output_cone,bitmanip_rotate_left_w8,identity,whole_output_cone,8,8,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.562500,0.562500,0.125000,1.000000,0.000000,7.000000,0.281250,0.875000,1.000000,0.562500,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.299728,semantic_dependency_v1
bitmanip_shift_left_w2__balance__whole_output_cone,bitmanip_shift_left_w2,balance,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,1.000000,0.500000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000572,semantic_dependency_v1
bitmanip_shift_left_w2__compress2rs__whole_output_cone,bitmanip_shift_left_w2,compress2rs,whole_output_cone,1,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000253,semantic_dependency_v1
bitmanip_shift_left_w2__dc2__whole_output_cone,bitmanip_shift_left_w2,dc2,whole_output_cone,1,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000223,semantic_dependency_v1
bitmanip_shift_left_w2__identity__ground_truth_region,bitmanip_shift_left_w2,identity,ground_truth_region,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,1.000000,0.500000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000290,semantic_dependency_v1
bitmanip_shift_left_w2__identity__whole_output_cone,bitmanip_shift_left_w2,identity,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,1.000000,0.500000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000287,semantic_dependency_v1
bitmanip_shift_left_w2__refactor__whole_output_cone,bitmanip_shift_left_w2,refactor,whole_output_cone,1,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000217,semantic_dependency_v1
bitmanip_shift_left_w2__resub__whole_output_cone,bitmanip_shift_left_w2,resub,whole_output_cone,1,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000208,semantic_dependency_v1
bitmanip_shift_left_w2__resyn__whole_output_cone,bitmanip_shift_left_w2,resyn,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,1.000000,0.500000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000329,semantic_dependency_v1
bitmanip_shift_left_w2__resyn2__whole_output_cone,bitmanip_shift_left_w2,resyn2,whole_output_cone,1,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000213,semantic_dependency_v1
bitmanip_shift_left_w2__rewrite__whole_output_cone,bitmanip_shift_left_w2,rewrite,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,1.000000,0.500000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000352,semantic_dependency_v1
bitmanip_shift_left_w3__balance__whole_output_cone,bitmanip_shift_left_w3,balance,whole_output_cone,2,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,1.000000,0.500000,0.500000,0.500000,2.000000,2.000000,0.750000,0.166667,1.000000,1.000000,0.500000,0.000000,0.500000,0.500000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000384,semantic_dependency_v1
bitmanip_shift_left_w3__compress2rs__whole_output_cone,bitmanip_shift_left_w3,compress2rs,whole_output_cone,2,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,1.000000,0.500000,0.500000,0.500000,2.000000,2.000000,0.750000,0.166667,1.000000,1.000000,0.500000,0.000000,0.500000,0.500000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000371,semantic_dependency_v1
bitmanip_shift_left_w3__dc2__whole_output_cone,bitmanip_shift_left_w3,dc2,whole_output_cone,2,3,1.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.333333,1.000000,0.500000,0.500000,0.500000,2.000000,2.000000,0.750000,0.166667,1.000000,1.000000,0.500000,0.000000,0.500000,0.500000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000367,semantic_dependency_v1
bitmanip_shift_left_w3__identity__ground_truth_region,bitmanip_shift_left_w3,identity,ground_truth_region,3,3,1.000000,1.000000,1.000000,0.000000,0.666667,0.666667,0.666667,0.833333,0.500000,0.333333,1.000000,0.500000,2.000000,0.416667,0.444444,1.000000,0.833333,1.000000,0.000000,1.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000634,semantic_dependency_v1
bitmanip_shift_left_w3__identity__whole_output_cone,bitmanip_shift_left_w3,identity,whole_output_cone,3,3,1.000000,1.000000,1.000000,0.000000,0.666667,0.666667,0.666667,0.833333,0.500000,0.333333,1.000000,0.500000,2.000000,0.416667,0.444444,1.000000,0.833333,1.000000,0.000000,1.000000,0.000000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000630,semantic_dependency_v1
