region_id,case_id,optimization,source_type,input_count,output_count,structural_coverage,simulation_coverage,boolean_difference_coverage,formal_dependency_coverage,dependency_density,row_density_mean,column_density_mean,lower_triangularity,upper_triangularity,diagonal_concentration,bandwidth,minimum_dependency_slope,maximum_dependency_slope,carry_progression_score,multiplier_diagonal_score,operand_symmetry_score,output_prefix_dependency_score,selectivity_change_score,single_output_control_score,high_bit_priority_score,locality_score,regularity_score,simulation_evidence_level,boolean_difference_evidence_level,pattern_count,seed,runtime_seconds,schema_version
bitmanip_sign_extend_w4__identity__whole_output_cone,bitmanip_sign_extend_w4,identity,whole_output_cone,4,8,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.812500,0.437500,0.250000,0.428571,0.000000,7.000000,0.638393,0.750000,1.000000,0.812500,0.000000,0.000000,1.000000,0.571429,1.000000,sampled_estimate,formal_exhaustive,128,41,0.007156,semantic_dependency_v1
bitmanip_sign_extend_w4__refactor__whole_output_cone,bitmanip_sign_extend_w4,refactor,whole_output_cone,4,8,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,2.333333,1.000000,0.000000,0.750000,1.000000,0.000000,0.000000,0.250000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.002200,semantic_dependency_v1
bitmanip_sign_extend_w4__resub__whole_output_cone,bitmanip_sign_extend_w4,resub,whole_output_cone,4,8,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,2.333333,1.000000,0.000000,0.750000,1.000000,0.000000,0.000000,0.250000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.002171,semantic_dependency_v1
bitmanip_sign_extend_w4__resyn__whole_output_cone,bitmanip_sign_extend_w4,resyn,whole_output_cone,4,8,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,2.333333,1.000000,0.000000,0.750000,1.000000,0.000000,0.000000,0.250000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.002186,semantic_dependency_v1
bitmanip_sign_extend_w4__resyn2__whole_output_cone,bitmanip_sign_extend_w4,resyn2,whole_output_cone,4,8,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,2.333333,1.000000,0.000000,0.750000,1.000000,0.000000,0.000000,0.250000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.002240,semantic_dependency_v1
bitmanip_sign_extend_w4__rewrite__whole_output_cone,bitmanip_sign_extend_w4,rewrite,whole_output_cone,4,8,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,2.333333,1.000000,0.000000,0.750000,1.000000,0.000000,0.000000,0.250000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.002154,semantic_dependency_v1
bitmanip_sign_extend_w6__identity__ground_truth_region,bitmanip_sign_extend_w6,identity,ground_truth_region,6,12,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.791667,0.375000,0.166667,0.454545,0.000000,11.000000,0.611742,0.833333,1.000000,0.791667,0.000000,0.000000,1.000000,0.545455,1.000000,sampled_estimate,formal_exhaustive,128,41,0.103698,semantic_dependency_v1
bitmanip_sign_extend_w6__identity__whole_output_cone,bitmanip_sign_extend_w6,identity,whole_output_cone,6,12,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.791667,0.375000,0.166667,0.454545,0.000000,11.000000,0.611742,0.833333,1.000000,0.791667,0.000000,0.000000,1.000000,0.545455,1.000000,sampled_estimate,formal_exhaustive,128,41,0.103726,semantic_dependency_v1
bitmanip_sign_extend_w8__identity__ground_truth_region,bitmanip_sign_extend_w8,identity,ground_truth_region,8,16,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.781250,0.343750,0.125000,0.466667,0.000000,15.000000,0.598958,0.875000,1.000000,0.781250,0.000000,0.000000,1.000000,0.533333,1.000000,sampled_estimate,formal_exhaustive,128,41,1.144240,semantic_dependency_v1
bitmanip_sign_extend_w8__identity__whole_output_cone,bitmanip_sign_extend_w8,identity,whole_output_cone,8,16,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.781250,0.343750,0.125000,0.466667,0.000000,15.000000,0.598958,0.875000,1.000000,0.781250,0.000000,0.000000,1.000000,0.533333,1.000000,sampled_estimate,formal_exhaustive,128,41,1.138591,semantic_dependency_v1
bitmanip_slice_low_w2__balance__whole_output_cone,bitmanip_slice_low_w2,balance,whole_output_cone,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000520,semantic_dependency_v1
bitmanip_slice_low_w2__compress2rs__whole_output_cone,bitmanip_slice_low_w2,compress2rs,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000215,semantic_dependency_v1
bitmanip_slice_low_w2__dc2__whole_output_cone,bitmanip_slice_low_w2,dc2,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000202,semantic_dependency_v1
bitmanip_slice_low_w2__identity__ground_truth_region,bitmanip_slice_low_w2,identity,ground_truth_region,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000227,semantic_dependency_v1
bitmanip_slice_low_w2__identity__whole_output_cone,bitmanip_slice_low_w2,identity,whole_output_cone,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000220,semantic_dependency_v1
bitmanip_slice_low_w2__refactor__whole_output_cone,bitmanip_slice_low_w2,refactor,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000200,semantic_dependency_v1
bitmanip_slice_low_w2__resub__whole_output_cone,bitmanip_slice_low_w2,resub,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000183,semantic_dependency_v1
bitmanip_slice_low_w2__resyn__whole_output_cone,bitmanip_slice_low_w2,resyn,whole_output_cone,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000245,semantic_dependency_v1
bitmanip_slice_low_w2__resyn2__whole_output_cone,bitmanip_slice_low_w2,resyn2,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000179,semantic_dependency_v1
bitmanip_slice_low_w2__rewrite__whole_output_cone,bitmanip_slice_low_w2,rewrite,whole_output_cone,2,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,1.000000,0.500000,1.000000,0.000000,0.000000,0.250000,0.500000,1.000000,0.500000,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000237,semantic_dependency_v1
bitmanip_slice_low_w3__balance__whole_output_cone,bitmanip_slice_low_w3,balance,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000198,semantic_dependency_v1
bitmanip_slice_low_w3__compress2rs__whole_output_cone,bitmanip_slice_low_w3,compress2rs,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000191,semantic_dependency_v1
bitmanip_slice_low_w3__dc2__whole_output_cone,bitmanip_slice_low_w3,dc2,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000191,semantic_dependency_v1
bitmanip_slice_low_w3__identity__ground_truth_region,bitmanip_slice_low_w3,identity,ground_truth_region,3,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.333333,1.000000,0.333333,1.000000,0.000000,0.000000,0.166667,0.666667,1.000000,0.333333,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000274,semantic_dependency_v1
bitmanip_slice_low_w3__identity__whole_output_cone,bitmanip_slice_low_w3,identity,whole_output_cone,3,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.333333,1.000000,0.333333,1.000000,0.000000,0.000000,0.166667,0.666667,1.000000,0.333333,0.000000,1.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000283,semantic_dependency_v1
bitmanip_slice_low_w3__refactor__whole_output_cone,bitmanip_slice_low_w3,refactor,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000188,semantic_dependency_v1
bitmanip_slice_low_w3__resub__whole_output_cone,bitmanip_slice_low_w3,resub,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000198,semantic_dependency_v1
bitmanip_slice_low_w3__resyn__whole_output_cone,bitmanip_slice_low_w3,resyn,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000186,semantic_dependency_v1
bitmanip_slice_low_w3__resyn2__whole_output_cone,bitmanip_slice_low_w3,resyn2,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000180,semantic_dependency_v1
bitmanip_slice_low_w3__rewrite__whole_output_cone,bitmanip_slice_low_w3,rewrite,whole_output_cone,1,1,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000186,semantic_dependency_v1
bitmanip_slice_low_w4__balance__whole_output_cone,bitmanip_slice_low_w4,balance,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.500000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000313,semantic_dependency_v1
bitmanip_slice_low_w4__compress2rs__whole_output_cone,bitmanip_slice_low_w4,compress2rs,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.500000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000313,semantic_dependency_v1
bitmanip_slice_low_w4__dc2__whole_output_cone,bitmanip_slice_low_w4,dc2,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.500000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000314,semantic_dependency_v1
bitmanip_slice_low_w4__identity__ground_truth_region,bitmanip_slice_low_w4,identity,ground_truth_region,4,2,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.375000,0.875000,0.250000,1.000000,0.000000,1.000000,0.187500,0.750000,1.000000,0.375000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000795,semantic_dependency_v1
bitmanip_slice_low_w4__identity__whole_output_cone,bitmanip_slice_low_w4,identity,whole_output_cone,4,2,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.375000,0.875000,0.250000,1.000000,0.000000,1.000000,0.187500,0.750000,1.000000,0.375000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000781,semantic_dependency_v1
bitmanip_slice_low_w4__refactor__whole_output_cone,bitmanip_slice_low_w4,refactor,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.500000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000322,semantic_dependency_v1
bitmanip_slice_low_w4__resub__whole_output_cone,bitmanip_slice_low_w4,resub,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.500000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000312,semantic_dependency_v1
bitmanip_slice_low_w4__resyn__whole_output_cone,bitmanip_slice_low_w4,resyn,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.500000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000314,semantic_dependency_v1
bitmanip_slice_low_w4__resyn2__whole_output_cone,bitmanip_slice_low_w4,resyn2,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.500000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000321,semantic_dependency_v1
bitmanip_slice_low_w4__rewrite__whole_output_cone,bitmanip_slice_low_w4,rewrite,whole_output_cone,2,2,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.500000,1.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.000319,semantic_dependency_v1
bitmanip_slice_low_w6__identity__ground_truth_region,bitmanip_slice_low_w6,identity,ground_truth_region,6,3,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.333333,0.833333,0.166667,1.000000,0.000000,2.000000,0.166667,0.833333,1.000000,0.333333,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.007470,semantic_dependency_v1
bitmanip_slice_low_w6__identity__whole_output_cone,bitmanip_slice_low_w6,identity,whole_output_cone,6,3,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.333333,0.833333,0.166667,1.000000,0.000000,2.000000,0.166667,0.833333,1.000000,0.333333,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.007467,semantic_dependency_v1
bitmanip_slice_low_w8__identity__ground_truth_region,bitmanip_slice_low_w8,identity,ground_truth_region,8,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.312500,0.812500,0.125000,1.000000,0.000000,3.000000,0.156250,0.875000,1.000000,0.312500,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.075863,semantic_dependency_v1
bitmanip_slice_low_w8__identity__whole_output_cone,bitmanip_slice_low_w8,identity,whole_output_cone,8,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.312500,0.812500,0.125000,1.000000,0.000000,3.000000,0.156250,0.875000,1.000000,0.312500,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.076096,semantic_dependency_v1
bitmanip_zero_extend_w2__balance__whole_output_cone,bitmanip_zero_extend_w2,balance,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.750000,0.750000,0.500000,0.333333,0.000000,1.000000,0.625000,0.250000,1.000000,0.750000,1.000000,0.000000,0.000000,0.666667,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000625,semantic_dependency_v1
bitmanip_zero_extend_w2__compress2rs__whole_output_cone,bitmanip_zero_extend_w2,compress2rs,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000433,semantic_dependency_v1
bitmanip_zero_extend_w2__dc2__whole_output_cone,bitmanip_zero_extend_w2,dc2,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000426,semantic_dependency_v1
bitmanip_zero_extend_w2__identity__ground_truth_region,bitmanip_zero_extend_w2,identity,ground_truth_region,2,4,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.750000,0.750000,0.500000,0.333333,0.000000,1.000000,0.625000,0.250000,1.000000,0.750000,1.000000,0.000000,0.000000,0.666667,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000480,semantic_dependency_v1
bitmanip_zero_extend_w2__identity__whole_output_cone,bitmanip_zero_extend_w2,identity,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.750000,0.750000,0.500000,0.333333,0.000000,1.000000,0.625000,0.250000,1.000000,0.750000,1.000000,0.000000,0.000000,0.666667,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000475,semantic_dependency_v1
bitmanip_zero_extend_w2__refactor__whole_output_cone,bitmanip_zero_extend_w2,refactor,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000421,semantic_dependency_v1
bitmanip_zero_extend_w2__resub__whole_output_cone,bitmanip_zero_extend_w2,resub,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000419,semantic_dependency_v1
bitmanip_zero_extend_w2__resyn__whole_output_cone,bitmanip_zero_extend_w2,resyn,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.750000,0.750000,0.500000,0.333333,0.000000,1.000000,0.625000,0.250000,1.000000,0.750000,1.000000,0.000000,0.000000,0.666667,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000604,semantic_dependency_v1
bitmanip_zero_extend_w2__resyn2__whole_output_cone,bitmanip_zero_extend_w2,resyn2,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,0.250000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,1.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.000422,semantic_dependency_v1
bitmanip_zero_extend_w2__rewrite__whole_output_cone,bitmanip_zero_extend_w2,rewrite,whole_output_cone,2,4,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.750000,0.750000,0.500000,0.333333,0.000000,1.000000,0.625000,0.250000,1.000000,0.750000,1.000000,0.000000,0.000000,0.666667,0.000000,sampled_estimate,formal_exhaustive,128,41,0.000605,semantic_dependency_v1
bitmanip_zero_extend_w3__balance__whole_output_cone,bitmanip_zero_extend_w3,balance,whole_output_cone,3,6,1.000000,1.000000,1.000000,0.000000,0.166667,0.166667,0.166667,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.333333,0.000000,0.000000,1.000000,0.666667,sampled_estimate,formal_exhaustive,128,41,0.000940,semantic_dependency_v1
bitmanip_zero_extend_w3__compress2rs__whole_output_cone,bitmanip_zero_extend_w3,compress2rs,whole_output_cone,3,6,1.000000,1.000000,1.000000,0.000000,0.166667,0.166667,0.166667,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.333333,0.000000,0.000000,1.000000,0.666667,sampled_estimate,formal_exhaustive,128,41,0.000936,semantic_dependency_v1
bitmanip_zero_extend_w3__dc2__whole_output_cone,bitmanip_zero_extend_w3,dc2,whole_output_cone,3,6,1.000000,1.000000,1.000000,0.000000,0.166667,0.166667,0.166667,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.333333,0.000000,0.000000,1.000000,0.666667,sampled_estimate,formal_exhaustive,128,41,0.000935,semantic_dependency_v1
bitmanip_zero_extend_w3__identity__ground_truth_region,bitmanip_zero_extend_w3,identity,ground_truth_region,3,6,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.666667,0.666667,0.333333,0.400000,0.000000,2.000000,0.533333,0.333333,1.000000,0.666667,1.000000,0.000000,0.000000,0.600000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.002135,semantic_dependency_v1
bitmanip_zero_extend_w3__identity__whole_output_cone,bitmanip_zero_extend_w3,identity,whole_output_cone,3,6,1.000000,1.000000,1.000000,0.000000,0.500000,0.500000,0.500000,0.666667,0.666667,0.333333,0.400000,0.000000,2.000000,0.533333,0.333333,1.000000,0.666667,1.000000,0.000000,0.000000,0.600000,0.000000,sampled_estimate,formal_exhaustive,128,41,0.001394,semantic_dependency_v1
bitmanip_zero_extend_w3__refactor__whole_output_cone,bitmanip_zero_extend_w3,refactor,whole_output_cone,3,6,1.000000,1.000000,1.000000,0.000000,0.166667,0.166667,0.166667,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.333333,0.000000,0.000000,1.000000,0.666667,sampled_estimate,formal_exhaustive,128,41,0.000935,semantic_dependency_v1
bitmanip_zero_extend_w3__resub__whole_output_cone,bitmanip_zero_extend_w3,resub,whole_output_cone,3,6,1.000000,1.000000,1.000000,0.000000,0.166667,0.166667,0.166667,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.333333,0.000000,0.000000,1.000000,0.666667,sampled_estimate,formal_exhaustive,128,41,0.000926,semantic_dependency_v1
bitmanip_zero_extend_w3__resyn__whole_output_cone,bitmanip_zero_extend_w3,resyn,whole_output_cone,3,6,1.000000,1.000000,1.000000,0.000000,0.166667,0.166667,0.166667,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.333333,0.000000,0.000000,1.000000,0.666667,sampled_estimate,formal_exhaustive,128,41,0.000932,semantic_dependency_v1
bitmanip_zero_extend_w3__resyn2__whole_output_cone,bitmanip_zero_extend_w3,resyn2,whole_output_cone,3,6,1.000000,1.000000,1.000000,0.000000,0.166667,0.166667,0.166667,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.333333,0.000000,0.000000,1.000000,0.666667,sampled_estimate,formal_exhaustive,128,41,0.000928,semantic_dependency_v1
bitmanip_zero_extend_w3__rewrite__whole_output_cone,bitmanip_zero_extend_w3,rewrite,whole_output_cone,3,6,1.000000,1.000000,1.000000,0.000000,0.166667,0.166667,0.166667,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.333333,0.000000,0.000000,1.000000,0.666667,sampled_estimate,formal_exhaustive,128,41,0.000936,semantic_dependency_v1
bitmanip_zero_extend_w4__balance__whole_output_cone,bitmanip_zero_extend_w4,balance,whole_output_cone,4,8,1.000000,1.000000,1.000000,0.000000,0.125000,0.125000,0.125000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.250000,0.000000,0.000000,1.000000,0.750000,sampled_estimate,formal_exhaustive,128,41,0.001870,semantic_dependency_v1
bitmanip_zero_extend_w4__compress2rs__whole_output_cone,bitmanip_zero_extend_w4,compress2rs,whole_output_cone,4,8,1.000000,1.000000,1.000000,0.000000,0.125000,0.125000,0.125000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.250000,0.000000,0.000000,1.000000,0.750000,sampled_estimate,formal_exhaustive,128,41,0.001866,semantic_dependency_v1
bitmanip_zero_extend_w4__dc2__whole_output_cone,bitmanip_zero_extend_w4,dc2,whole_output_cone,4,8,1.000000,1.000000,1.000000,0.000000,0.125000,0.125000,0.125000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.250000,0.000000,0.000000,1.000000,0.750000,sampled_estimate,formal_exhaustive,128,41,0.001856,semantic_dependency_v1
