benchmark,optimization,optimized_node,rank,original_candidate,combined_score,simulation_similarity,support_overlap,depth_similarity,optimized_level,original_level,penalty,refined_score,cegar_rank,rank_change,is_rejected_pair
majority3,resyn2_like,new_n5,4,new_n7,0.4916666666666667,0.5,0.3333333333333333,1.0,1,1,0.0,0.4916666666666667,4,0,False
majority3,resyn2_like,new_n6,1,new_n6,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
majority3,resyn2_like,new_n6,2,new_n5,0.6291666666666667,0.75,0.3333333333333333,1.0,1,1,0.0,0.6291666666666667,2,0,False
majority3,resyn2_like,new_n6,3,new_n7,0.6291666666666667,0.75,0.3333333333333333,1.0,1,1,0.0,0.6291666666666667,3,0,False
majority3,resyn2_like,new_n6,4,new_n8,0.3520833333333333,0.125,0.6666666666666666,0.5,1,2,0.0,0.3520833333333333,4,0,False
majority3,resyn2_like,new_n7,1,new_n8,0.8624999999999999,0.75,1.0,1.0,2,2,0.0,0.8624999999999999,1,0,False
majority3,resyn2_like,new_n7,2,new_n5,0.4895833333333333,0.375,0.6666666666666666,0.5,2,1,0.0,0.4895833333333333,2,0,False
majority3,resyn2_like,new_n7,3,new_n6,0.4895833333333333,0.375,0.6666666666666666,0.5,2,1,0.0,0.4895833333333333,3,0,False
majority3,resyn2_like,new_n7,4,new_n7,0.4895833333333333,0.375,0.6666666666666666,0.5,2,1,0.0,0.4895833333333333,4,0,False
majority3,rewrite,new_n5,1,new_n7,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
majority3,rewrite,new_n5,2,new_n5,0.6291666666666667,0.75,0.3333333333333333,1.0,1,1,0.0,0.6291666666666667,2,0,False
majority3,rewrite,new_n5,3,new_n6,0.6291666666666667,0.75,0.3333333333333333,1.0,1,1,0.0,0.6291666666666667,3,0,False
majority3,rewrite,new_n5,4,new_n8,0.4895833333333333,0.375,0.6666666666666666,0.5,1,2,0.0,0.4895833333333333,4,0,False
majority3,rewrite,new_n6,1,new_n5,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
majority3,rewrite,new_n6,2,new_n6,0.6291666666666667,0.75,0.3333333333333333,1.0,1,1,0.0,0.6291666666666667,2,0,False
majority3,rewrite,new_n6,3,new_n7,0.6291666666666667,0.75,0.3333333333333333,1.0,1,1,0.0,0.6291666666666667,3,0,False
majority3,rewrite,new_n6,4,new_n8,0.3520833333333333,0.125,0.6666666666666666,0.5,1,2,0.0,0.3520833333333333,4,0,False
majority3,rewrite,new_n7,1,new_n6,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
majority3,rewrite,new_n7,2,new_n5,0.6291666666666667,0.75,0.3333333333333333,1.0,1,1,0.0,0.6291666666666667,2,0,False
majority3,rewrite,new_n7,3,new_n7,0.6291666666666667,0.75,0.3333333333333333,1.0,1,1,0.0,0.6291666666666667,3,0,False
majority3,rewrite,new_n7,4,new_n8,0.3520833333333333,0.125,0.6666666666666666,0.5,1,2,0.0,0.3520833333333333,4,0,False
majority3,rewrite,new_n8,1,new_n8,1.0,1.0,1.0,1.0,2,2,0.0,1.0,1,0,False
majority3,rewrite,new_n8,2,new_n7,0.4895833333333333,0.375,0.6666666666666666,0.5,2,1,0.0,0.4895833333333333,2,0,False
majority3,rewrite,new_n8,3,new_n5,0.3520833333333333,0.125,0.6666666666666666,0.5,2,1,0.0,0.3520833333333333,3,0,False
majority3,rewrite,new_n8,4,new_n6,0.3520833333333333,0.125,0.6666666666666666,0.5,2,1,0.0,0.3520833333333333,4,0,False
mux2,balance,new_n5,1,new_n5,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
mux2,balance,new_n5,2,new_n6,0.4916666666666667,0.5,0.3333333333333333,1.0,1,1,0.0,0.4916666666666667,2,0,False
mux2,balance,new_n6,1,new_n6,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
mux2,balance,new_n6,2,new_n5,0.4916666666666667,0.5,0.3333333333333333,1.0,1,1,0.0,0.4916666666666667,2,0,False
mux2,refactor,new_n5,1,new_n5,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
mux2,refactor,new_n5,2,new_n6,0.4916666666666667,0.5,0.3333333333333333,1.0,1,1,0.0,0.4916666666666667,2,0,False
mux2,refactor,new_n6,1,new_n6,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
mux2,refactor,new_n6,2,new_n5,0.4916666666666667,0.5,0.3333333333333333,1.0,1,1,0.0,0.4916666666666667,2,0,False
mux2,resub,new_n5,1,new_n5,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
mux2,resub,new_n5,2,new_n6,0.4916666666666667,0.5,0.3333333333333333,1.0,1,1,0.0,0.4916666666666667,2,0,False
mux2,resub,new_n6,1,new_n6,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
mux2,resub,new_n6,2,new_n5,0.4916666666666667,0.5,0.3333333333333333,1.0,1,1,0.0,0.4916666666666667,2,0,False
mux2,resyn2_like,new_n5,1,new_n6,0.725,0.5,1.0,1.0,1,1,0.0,0.725,1,0,False
mux2,resyn2_like,new_n5,2,new_n5,0.4916666666666667,0.5,0.3333333333333333,1.0,1,1,0.0,0.4916666666666667,2,0,False
mux2,resyn2_like,new_n6,1,new_n5,0.725,0.5,1.0,1.0,1,1,0.0,0.725,1,0,False
mux2,resyn2_like,new_n6,2,new_n6,0.4916666666666667,0.5,0.3333333333333333,1.0,1,1,0.0,0.4916666666666667,2,0,False
mux2,rewrite,new_n5,1,new_n5,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
mux2,rewrite,new_n5,2,new_n6,0.4916666666666667,0.5,0.3333333333333333,1.0,1,1,0.0,0.4916666666666667,2,0,False
mux2,rewrite,new_n6,1,new_n6,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
mux2,rewrite,new_n6,2,new_n5,0.4916666666666667,0.5,0.3333333333333333,1.0,1,1,0.0,0.4916666666666667,2,0,False
toy_and_or,balance,new_n6,1,new_n6,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
toy_and_or,balance,new_n6,2,new_n7,0.44375,0.625,0.0,1.0,1,1,0.0,0.44375,2,0,False
toy_and_or,balance,new_n7,1,new_n7,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
toy_and_or,balance,new_n7,2,new_n6,0.44375,0.625,0.0,1.0,1,1,0.0,0.44375,2,0,False
toy_and_or,refactor,new_n6,1,new_n6,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
toy_and_or,refactor,new_n6,2,new_n7,0.44375,0.625,0.0,1.0,1,1,0.0,0.44375,2,0,False
toy_and_or,refactor,new_n7,1,new_n7,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
toy_and_or,refactor,new_n7,2,new_n6,0.44375,0.625,0.0,1.0,1,1,0.0,0.44375,2,0,False
toy_and_or,resub,new_n6,1,new_n6,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
toy_and_or,resub,new_n6,2,new_n7,0.44375,0.625,0.0,1.0,1,1,0.0,0.44375,2,0,False
toy_and_or,resub,new_n7,1,new_n7,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
toy_and_or,resub,new_n7,2,new_n6,0.44375,0.625,0.0,1.0,1,1,0.0,0.44375,2,0,False
toy_and_or,resyn2_like,new_n6,1,new_n6,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
toy_and_or,resyn2_like,new_n6,2,new_n7,0.44375,0.625,0.0,1.0,1,1,0.0,0.44375,2,0,False
toy_and_or,resyn2_like,new_n7,1,new_n7,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
toy_and_or,resyn2_like,new_n7,2,new_n6,0.44375,0.625,0.0,1.0,1,1,0.0,0.44375,2,0,False
toy_and_or,rewrite,new_n6,1,new_n6,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
toy_and_or,rewrite,new_n6,2,new_n7,0.44375,0.625,0.0,1.0,1,1,0.0,0.44375,2,0,False
toy_and_or,rewrite,new_n7,1,new_n7,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
toy_and_or,rewrite,new_n7,2,new_n6,0.44375,0.625,0.0,1.0,1,1,0.0,0.44375,2,0,False
xor_chain,balance,new_n10,1,new_n10,1.0,1.0,1.0,1.0,3,3,0.0,1.0,1,0,False
xor_chain,balance,new_n10,2,new_n9,0.725,0.5,1.0,1.0,3,3,0.0,0.725,2,0,False
xor_chain,balance,new_n10,3,new_n13,0.7083333333333334,0.75,0.75,0.3333333333333333,3,5,0.0,0.7083333333333334,3,0,False
xor_chain,balance,new_n10,4,new_n6,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,3,1,0.0,0.6791666666666667,4,0,False
xor_chain,balance,new_n10,5,new_n7,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,3,1,0.0,0.6791666666666667,5,0,False
xor_chain,balance,new_n11,1,new_n11,1.0,1.0,1.0,1.0,4,4,0.0,1.0,1,0,False
xor_chain,balance,new_n11,2,new_n12,0.7250000000000001,0.75,0.75,0.5,4,5,0.0,0.7250000000000001,2,0,False
xor_chain,balance,new_n11,3,new_n8,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,4,2,0.0,0.5416666666666666,3,0,False
xor_chain,balance,new_n11,4,new_n9,0.5375,0.25,1.0,0.5,4,3,0.0,0.5375,4,0,False
xor_chain,balance,new_n11,5,new_n10,0.5375,0.25,1.0,0.5,4,3,0.0,0.5375,5,0,False
xor_chain,balance,new_n12,1,new_n12,1.0,1.0,1.0,1.0,5,5,0.0,1.0,1,0,False
xor_chain,balance,new_n12,2,new_n11,0.7250000000000001,0.75,0.75,0.5,5,4,0.0,0.7250000000000001,2,0,False
xor_chain,balance,new_n12,3,new_n13,0.725,0.5,1.0,1.0,5,5,0.0,0.725,3,0,False
xor_chain,balance,new_n12,4,new_n9,0.5708333333333333,0.5,0.75,0.3333333333333333,5,3,0.0,0.5708333333333333,4,0,False
xor_chain,balance,new_n12,5,new_n10,0.5708333333333333,0.5,0.75,0.3333333333333333,5,3,0.0,0.5708333333333333,5,0,False
xor_chain,balance,new_n13,1,new_n13,1.0,1.0,1.0,1.0,5,5,0.0,1.0,1,0,False
xor_chain,balance,new_n13,2,new_n12,0.725,0.5,1.0,1.0,5,5,0.0,0.725,2,0,False
xor_chain,balance,new_n13,3,new_n9,0.7083333333333334,0.75,0.75,0.3333333333333333,5,3,0.0,0.7083333333333334,3,0,False
xor_chain,balance,new_n13,4,new_n10,0.7083333333333334,0.75,0.75,0.3333333333333333,5,3,0.0,0.7083333333333334,4,0,False
xor_chain,balance,new_n13,5,new_n6,0.5387500000000001,0.625,0.5,0.2,5,1,0.0,0.5387500000000001,5,0,False
xor_chain,balance,new_n6,1,new_n6,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
xor_chain,balance,new_n6,2,new_n7,0.725,0.5,1.0,1.0,1,1,0.0,0.725,2,0,False
xor_chain,balance,new_n6,3,new_n10,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,1,3,0.0,0.6791666666666667,3,0,False
xor_chain,balance,new_n6,4,new_n9,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,1,3,0.0,0.5416666666666666,4,0,False
xor_chain,balance,new_n6,5,new_n12,0.5387500000000001,0.625,0.5,0.2,1,5,0.0,0.5387500000000001,5,0,False
xor_chain,balance,new_n7,1,new_n7,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
xor_chain,balance,new_n7,2,new_n6,0.725,0.5,1.0,1.0,1,1,0.0,0.725,2,0,False
xor_chain,balance,new_n7,3,new_n10,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,1,3,0.0,0.6791666666666667,3,0,False
xor_chain,balance,new_n7,4,new_n9,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,1,3,0.0,0.5416666666666666,4,0,False
xor_chain,balance,new_n7,5,new_n12,0.5387500000000001,0.625,0.5,0.2,1,5,0.0,0.5387500000000001,5,0,False
xor_chain,balance,new_n8,1,new_n8,1.0,1.0,1.0,1.0,2,2,0.0,1.0,1,0,False
xor_chain,balance,new_n8,2,new_n9,0.6958333333333334,0.75,0.6666666666666666,0.5,2,3,0.0,0.6958333333333334,2,0,False
xor_chain,balance,new_n8,3,new_n11,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,2,4,0.0,0.5416666666666666,3,0,False
xor_chain,balance,new_n8,4,new_n6,0.5375,0.25,1.0,0.5,2,1,0.0,0.5375,4,0,False
xor_chain,balance,new_n8,5,new_n7,0.5375,0.25,1.0,0.5,2,1,0.0,0.5375,5,0,False
xor_chain,balance,new_n9,1,new_n9,1.0,1.0,1.0,1.0,3,3,0.0,1.0,1,0,False
xor_chain,balance,new_n9,2,new_n10,0.725,0.5,1.0,1.0,3,3,0.0,0.725,2,0,False
xor_chain,balance,new_n9,3,new_n13,0.7083333333333334,0.75,0.75,0.3333333333333333,3,5,0.0,0.7083333333333334,3,0,False
xor_chain,balance,new_n9,4,new_n8,0.6958333333333334,0.75,0.6666666666666666,0.5,3,2,0.0,0.6958333333333334,4,0,False
xor_chain,balance,new_n9,5,new_n12,0.5708333333333333,0.5,0.75,0.3333333333333333,3,5,0.0,0.5708333333333333,5,0,False
xor_chain,refactor,new_n10,1,new_n10,1.0,1.0,1.0,1.0,3,3,0.0,1.0,1,0,False
xor_chain,refactor,new_n10,2,new_n9,0.725,0.5,1.0,1.0,3,3,0.0,0.725,2,0,False
xor_chain,refactor,new_n10,3,new_n13,0.7083333333333334,0.75,0.75,0.3333333333333333,3,5,0.0,0.7083333333333334,3,0,False
xor_chain,refactor,new_n10,4,new_n6,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,3,1,0.0,0.6791666666666667,4,0,False
xor_chain,refactor,new_n10,5,new_n7,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,3,1,0.0,0.6791666666666667,5,0,False
xor_chain,refactor,new_n11,1,new_n11,1.0,1.0,1.0,1.0,4,4,0.0,1.0,1,0,False
xor_chain,refactor,new_n11,2,new_n12,0.7250000000000001,0.75,0.75,0.5,4,5,0.0,0.7250000000000001,2,0,False
xor_chain,refactor,new_n11,3,new_n8,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,4,2,0.0,0.5416666666666666,3,0,False
xor_chain,refactor,new_n11,4,new_n9,0.5375,0.25,1.0,0.5,4,3,0.0,0.5375,4,0,False
xor_chain,refactor,new_n11,5,new_n10,0.5375,0.25,1.0,0.5,4,3,0.0,0.5375,5,0,False
xor_chain,refactor,new_n12,1,new_n12,1.0,1.0,1.0,1.0,5,5,0.0,1.0,1,0,False
xor_chain,refactor,new_n12,2,new_n11,0.7250000000000001,0.75,0.75,0.5,5,4,0.0,0.7250000000000001,2,0,False
xor_chain,refactor,new_n12,3,new_n13,0.725,0.5,1.0,1.0,5,5,0.0,0.725,3,0,False
xor_chain,refactor,new_n12,4,new_n9,0.5708333333333333,0.5,0.75,0.3333333333333333,5,3,0.0,0.5708333333333333,4,0,False
xor_chain,refactor,new_n12,5,new_n10,0.5708333333333333,0.5,0.75,0.3333333333333333,5,3,0.0,0.5708333333333333,5,0,False
xor_chain,refactor,new_n13,1,new_n13,1.0,1.0,1.0,1.0,5,5,0.0,1.0,1,0,False
xor_chain,refactor,new_n13,2,new_n12,0.725,0.5,1.0,1.0,5,5,0.0,0.725,2,0,False
xor_chain,refactor,new_n13,3,new_n9,0.7083333333333334,0.75,0.75,0.3333333333333333,5,3,0.0,0.7083333333333334,3,0,False
xor_chain,refactor,new_n13,4,new_n10,0.7083333333333334,0.75,0.75,0.3333333333333333,5,3,0.0,0.7083333333333334,4,0,False
xor_chain,refactor,new_n13,5,new_n6,0.5387500000000001,0.625,0.5,0.2,5,1,0.0,0.5387500000000001,5,0,False
xor_chain,refactor,new_n6,1,new_n6,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
xor_chain,refactor,new_n6,2,new_n7,0.725,0.5,1.0,1.0,1,1,0.0,0.725,2,0,False
xor_chain,refactor,new_n6,3,new_n10,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,1,3,0.0,0.6791666666666667,3,0,False
xor_chain,refactor,new_n6,4,new_n9,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,1,3,0.0,0.5416666666666666,4,0,False
xor_chain,refactor,new_n6,5,new_n12,0.5387500000000001,0.625,0.5,0.2,1,5,0.0,0.5387500000000001,5,0,False
xor_chain,refactor,new_n7,1,new_n7,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
xor_chain,refactor,new_n7,2,new_n6,0.725,0.5,1.0,1.0,1,1,0.0,0.725,2,0,False
xor_chain,refactor,new_n7,3,new_n10,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,1,3,0.0,0.6791666666666667,3,0,False
xor_chain,refactor,new_n7,4,new_n9,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,1,3,0.0,0.5416666666666666,4,0,False
xor_chain,refactor,new_n7,5,new_n12,0.5387500000000001,0.625,0.5,0.2,1,5,0.0,0.5387500000000001,5,0,False
xor_chain,refactor,new_n8,1,new_n8,1.0,1.0,1.0,1.0,2,2,0.0,1.0,1,0,False
xor_chain,refactor,new_n8,2,new_n9,0.6958333333333334,0.75,0.6666666666666666,0.5,2,3,0.0,0.6958333333333334,2,0,False
xor_chain,refactor,new_n8,3,new_n11,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,2,4,0.0,0.5416666666666666,3,0,False
xor_chain,refactor,new_n8,4,new_n6,0.5375,0.25,1.0,0.5,2,1,0.0,0.5375,4,0,False
xor_chain,refactor,new_n8,5,new_n7,0.5375,0.25,1.0,0.5,2,1,0.0,0.5375,5,0,False
xor_chain,refactor,new_n9,1,new_n9,1.0,1.0,1.0,1.0,3,3,0.0,1.0,1,0,False
xor_chain,refactor,new_n9,2,new_n10,0.725,0.5,1.0,1.0,3,3,0.0,0.725,2,0,False
xor_chain,refactor,new_n9,3,new_n13,0.7083333333333334,0.75,0.75,0.3333333333333333,3,5,0.0,0.7083333333333334,3,0,False
xor_chain,refactor,new_n9,4,new_n8,0.6958333333333334,0.75,0.6666666666666666,0.5,3,2,0.0,0.6958333333333334,4,0,False
xor_chain,refactor,new_n9,5,new_n12,0.5708333333333333,0.5,0.75,0.3333333333333333,3,5,0.0,0.5708333333333333,5,0,False
xor_chain,resub,new_n10,1,new_n10,1.0,1.0,1.0,1.0,3,3,0.0,1.0,1,0,False
xor_chain,resub,new_n10,2,new_n9,0.725,0.5,1.0,1.0,3,3,0.0,0.725,2,0,False
xor_chain,resub,new_n10,3,new_n13,0.7083333333333334,0.75,0.75,0.3333333333333333,3,5,0.0,0.7083333333333334,3,0,False
xor_chain,resub,new_n10,4,new_n6,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,3,1,0.0,0.6791666666666667,4,0,False
xor_chain,resub,new_n10,5,new_n7,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,3,1,0.0,0.6791666666666667,5,0,False
xor_chain,resub,new_n11,1,new_n11,1.0,1.0,1.0,1.0,4,4,0.0,1.0,1,0,False
xor_chain,resub,new_n11,2,new_n12,0.7250000000000001,0.75,0.75,0.5,4,5,0.0,0.7250000000000001,2,0,False
xor_chain,resub,new_n11,3,new_n8,0.5416666666666666,0.5,0.6666666666666666,0.3333333333333333,4,2,0.0,0.5416666666666666,3,0,False
xor_chain,resub,new_n11,4,new_n9,0.5375,0.25,1.0,0.5,4,3,0.0,0.5375,4,0,False
xor_chain,resub,new_n11,5,new_n10,0.5375,0.25,1.0,0.5,4,3,0.0,0.5375,5,0,False
xor_chain,resub,new_n12,1,new_n12,1.0,1.0,1.0,1.0,5,5,0.0,1.0,1,0,False
xor_chain,resub,new_n12,2,new_n11,0.7250000000000001,0.75,0.75,0.5,5,4,0.0,0.7250000000000001,2,0,False
xor_chain,resub,new_n12,3,new_n13,0.725,0.5,1.0,1.0,5,5,0.0,0.725,3,0,False
xor_chain,resub,new_n12,4,new_n9,0.5708333333333333,0.5,0.75,0.3333333333333333,5,3,0.0,0.5708333333333333,4,0,False
xor_chain,resub,new_n12,5,new_n10,0.5708333333333333,0.5,0.75,0.3333333333333333,5,3,0.0,0.5708333333333333,5,0,False
xor_chain,resub,new_n13,1,new_n13,1.0,1.0,1.0,1.0,5,5,0.0,1.0,1,0,False
xor_chain,resub,new_n13,2,new_n12,0.725,0.5,1.0,1.0,5,5,0.0,0.725,2,0,False
xor_chain,resub,new_n13,3,new_n9,0.7083333333333334,0.75,0.75,0.3333333333333333,5,3,0.0,0.7083333333333334,3,0,False
xor_chain,resub,new_n13,4,new_n10,0.7083333333333334,0.75,0.75,0.3333333333333333,5,3,0.0,0.7083333333333334,4,0,False
xor_chain,resub,new_n13,5,new_n6,0.5387500000000001,0.625,0.5,0.2,5,1,0.0,0.5387500000000001,5,0,False
xor_chain,resub,new_n6,1,new_n6,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,False
xor_chain,resub,new_n6,2,new_n7,0.725,0.5,1.0,1.0,1,1,0.0,0.725,2,0,False
xor_chain,resub,new_n6,3,new_n10,0.6791666666666667,0.75,0.6666666666666666,0.3333333333333333,1,3,0.0,0.6791666666666667,3,0,False
