analysis_target_id,target_id,scope,status,abc_available,claimed_global,failure_reason,schema_version
real_0007,generated_mux_tree_4|mux_tree_root|dc2|new_n10,rewritten_source_vs_optimized,not_run,true,false,exact_compact_output_interface_found,formal_locality_barriers_v1
real_0008,generated_mux_tree_4|mux_tree_root|resyn2|new_n12,source_vs_rewritten_source,not_run,true,false,exact_compact_output_interface_found,formal_locality_barriers_v1
real_0008,generated_mux_tree_4|mux_tree_root|resyn2|new_n12,rewritten_source_vs_optimized,not_run,true,false,exact_compact_output_interface_found,formal_locality_barriers_v1
real_0009,generated_mux_tree_4|mux_tree_root|resyn2|new_n9,source_vs_rewritten_source,not_run,true,false,exact_compact_output_interface_found,formal_locality_barriers_v1
real_0009,generated_mux_tree_4|mux_tree_root|resyn2|new_n9,rewritten_source_vs_optimized,not_run,true,false,exact_compact_output_interface_found,formal_locality_barriers_v1
real_0010,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n18,source_vs_rewritten_source,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0010,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n18,rewritten_source_vs_optimized,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0011,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n24,source_vs_rewritten_source,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0011,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n24,rewritten_source_vs_optimized,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0012,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n27,source_vs_rewritten_source,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0012,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n27,rewritten_source_vs_optimized,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0013,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n28,source_vs_rewritten_source,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0013,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n28,rewritten_source_vs_optimized,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0014,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n15,source_vs_rewritten_source,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0014,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n15,rewritten_source_vs_optimized,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0015,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n19,source_vs_rewritten_source,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0015,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n19,rewritten_source_vs_optimized,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0016,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n29,source_vs_rewritten_source,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0016,generated_mux_tree_8|mux_tree_upper_root|dc2|new_n29,rewritten_source_vs_optimized,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0017,generated_mux_tree_8|mux_tree_upper_root|resyn2|new_n15,source_vs_rewritten_source,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0017,generated_mux_tree_8|mux_tree_upper_root|resyn2|new_n15,rewritten_source_vs_optimized,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0018,generated_mux_tree_8|mux_tree_upper_root|resyn2|new_n19,source_vs_rewritten_source,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0018,generated_mux_tree_8|mux_tree_upper_root|resyn2|new_n19,rewritten_source_vs_optimized,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0019,generated_mux_tree_8|mux_tree_upper_root|resyn2|new_n29,source_vs_rewritten_source,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0019,generated_mux_tree_8|mux_tree_upper_root|resyn2|new_n29,rewritten_source_vs_optimized,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0020,generated_mux_tree_8|mux_tree_upper_root|resyn2|new_n20,source_vs_rewritten_source,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0020,generated_mux_tree_8|mux_tree_upper_root|resyn2|new_n20,rewritten_source_vs_optimized,not_run,true,false,output_residual_minimum_above_previous_bound,formal_locality_barriers_v1
real_0021,controlled_and_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0021,controlled_and_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0022,controlled_and_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0022,controlled_and_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0023,controlled_and_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0023,controlled_and_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0024,controlled_and_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0024,controlled_and_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0025,controlled_and_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0025,controlled_and_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0026,controlled_and_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0026,controlled_and_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0027,controlled_and_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0027,controlled_and_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0028,controlled_and_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0028,controlled_and_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0029,controlled_and_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0029,controlled_and_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0030,controlled_nonmonotonic_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0030,controlled_nonmonotonic_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0031,controlled_nonmonotonic_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0031,controlled_nonmonotonic_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0032,controlled_nonmonotonic_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0032,controlled_nonmonotonic_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0033,controlled_nonmonotonic_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0033,controlled_nonmonotonic_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0034,controlled_nonmonotonic_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0034,controlled_nonmonotonic_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0035,controlled_nonmonotonic_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0035,controlled_nonmonotonic_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0036,controlled_nonmonotonic_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0036,controlled_nonmonotonic_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0037,controlled_nonmonotonic_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0037,controlled_nonmonotonic_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0038,controlled_nonmonotonic_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0038,controlled_nonmonotonic_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0039,controlled_nonmonotonic_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0039,controlled_nonmonotonic_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0040,controlled_nonmonotonic_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0040,controlled_nonmonotonic_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0041,controlled_xor_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0041,controlled_xor_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0042,controlled_xor_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0042,controlled_xor_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0043,controlled_xor_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0043,controlled_xor_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0044,controlled_xor_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0044,controlled_xor_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0045,controlled_xor_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0045,controlled_xor_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0046,controlled_xor_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0046,controlled_xor_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0047,controlled_xor_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0047,controlled_xor_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0048,controlled_xor_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0048,controlled_xor_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0049,controlled_xor_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0049,controlled_xor_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0050,controlled_xor_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0050,controlled_xor_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0051,controlled_xor_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0051,controlled_xor_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0052,controlled_xor_factor__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0052,controlled_xor_factor__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0053,full_adder_carry__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0053,full_adder_carry__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0054,full_adder_carry__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0054,full_adder_carry__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0055,full_adder_carry__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0055,full_adder_carry__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0056,full_adder_carry__b0,source_vs_rewritten_source,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
real_0056,full_adder_carry__b0,rewritten_source_vs_optimized,not_run,true,false,insufficient_target_provenance,formal_locality_barriers_v1
