result_id,boundary_id,trajectory_id,checkpoint_id,oracle_mode,formal_status,solver_result,counterexample_available,counterexample_reproduced,runtime_s,timeout,schema_version
full_adder_carry__b0__heldout__full_adder__mild_balance_rewrite__cp001_strash_1__functional_decomposition__oracle_window,full_adder_carry__b0,heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp001_strash_1,oracle_window,decomposable,unsat,false,true,0.000959,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__mild_balance_rewrite__cp002_balance_1__functional_decomposition__oracle_divisor,full_adder_carry__b0,heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,oracle_divisor,decomposable,unsat,false,true,0.000967,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__mild_balance_rewrite__cp002_balance_1__functional_decomposition__oracle_divisor_support,full_adder_carry__b0,heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,oracle_divisor_support,decomposable,unsat,false,true,0.000960,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__mild_balance_rewrite__cp002_balance_1__functional_decomposition__oracle_window,full_adder_carry__b0,heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp002_balance_1,oracle_window,decomposable,unsat,false,true,0.000965,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__mild_balance_rewrite__cp003_rewrite_1__functional_decomposition__oracle_divisor,full_adder_carry__b0,heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp003_rewrite_1,oracle_divisor,decomposable,unsat,false,true,0.000998,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__mild_balance_rewrite__cp003_rewrite_1__functional_decomposition__oracle_divisor_support,full_adder_carry__b0,heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp003_rewrite_1,oracle_divisor_support,decomposable,unsat,false,true,0.000976,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__mild_balance_rewrite__cp003_rewrite_1__functional_decomposition__oracle_window,full_adder_carry__b0,heldout__full_adder__mild_balance_rewrite,heldout__full_adder__mild_balance_rewrite__cp003_rewrite_1,oracle_window,decomposable,unsat,false,true,0.000957,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__rewrite_then_balance__cp000_source__functional_decomposition__oracle_divisor,full_adder_carry__b0,heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp000_source,oracle_divisor,decomposable,unsat,false,true,0.001117,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__rewrite_then_balance__cp000_source__functional_decomposition__oracle_divisor_support,full_adder_carry__b0,heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp000_source,oracle_divisor_support,decomposable,unsat,false,true,0.001107,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__rewrite_then_balance__cp000_source__functional_decomposition__oracle_window,full_adder_carry__b0,heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp000_source,oracle_window,decomposable,unsat,false,true,0.001108,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__rewrite_then_balance__cp001_strash_1__functional_decomposition__oracle_divisor,full_adder_carry__b0,heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp001_strash_1,oracle_divisor,decomposable,unsat,false,true,0.000970,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__rewrite_then_balance__cp001_strash_1__functional_decomposition__oracle_divisor_support,full_adder_carry__b0,heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp001_strash_1,oracle_divisor_support,decomposable,unsat,false,true,0.000966,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__rewrite_then_balance__cp001_strash_1__functional_decomposition__oracle_window,full_adder_carry__b0,heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp001_strash_1,oracle_window,decomposable,unsat,false,true,0.000961,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__rewrite_then_balance__cp002_rewrite_1__functional_decomposition__oracle_divisor,full_adder_carry__b0,heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,oracle_divisor,decomposable,unsat,false,true,0.000971,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__rewrite_then_balance__cp002_rewrite_1__functional_decomposition__oracle_divisor_support,full_adder_carry__b0,heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,oracle_divisor_support,decomposable,unsat,false,true,0.000968,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__rewrite_then_balance__cp002_rewrite_1__functional_decomposition__oracle_window,full_adder_carry__b0,heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp002_rewrite_1,oracle_window,decomposable,unsat,false,true,0.000969,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__rewrite_then_balance__cp003_balance_1__functional_decomposition__oracle_divisor,full_adder_carry__b0,heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp003_balance_1,oracle_divisor,decomposable,unsat,false,true,0.000969,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__rewrite_then_balance__cp003_balance_1__functional_decomposition__oracle_divisor_support,full_adder_carry__b0,heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp003_balance_1,oracle_divisor_support,decomposable,unsat,false,true,0.000970,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__rewrite_then_balance__cp003_balance_1__functional_decomposition__oracle_window,full_adder_carry__b0,heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp003_balance_1,oracle_window,decomposable,unsat,false,true,0.000963,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp000_source__functional_decomposition__oracle_divisor,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp000_source,oracle_divisor,decomposable,unsat,false,true,0.001113,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp000_source__functional_decomposition__oracle_divisor_support,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp000_source,oracle_divisor_support,decomposable,unsat,false,true,0.001116,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp000_source__functional_decomposition__oracle_window,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp000_source,oracle_window,decomposable,unsat,false,true,0.001106,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_divisor,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp001_strash_1,oracle_divisor,decomposable,unsat,false,true,0.000978,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_divisor_support,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp001_strash_1,oracle_divisor_support,decomposable,unsat,false,true,0.000969,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_window,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp001_strash_1,oracle_window,decomposable,unsat,false,true,0.000962,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_divisor,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp002_refactor_1,oracle_divisor,decomposable,unsat,false,true,0.000914,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_divisor_support,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp002_refactor_1,oracle_divisor_support,decomposable,unsat,false,true,0.000919,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_window,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp002_refactor_1,oracle_window,decomposable,unsat,false,true,0.000910,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_divisor,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp003_dc2_1,oracle_divisor,decomposable,unsat,false,true,0.001479,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_divisor_support,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp003_dc2_1,oracle_divisor_support,decomposable,unsat,false,true,0.001468,false,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_window,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp003_dc2_1,oracle_window,decomposable,unsat,false,true,0.001451,false,semantic_recoverability_frontier_v1
